year,county,hay_yield_tons_acre,bermudagrass_yield_tons_acre,rye_yield_bu_acre,fescue_yield_tons_acre,soybean_yield_bu_acre,corn_silage_yield_measured_in_tons_acre,wheat_yield_measured_in_bu_acre,at_dep
2000,rowan,2.25,4.2,57,4.8,34,11,53,NA
1999,rowan,1.76,4.2,57,4.8,38,10,55,NA
1998,rowan,2.04,4.2,57,4.8,28,7,35,NA
1997,rowan,2,4.2,57,4.8,26,14,55,NA
1996,rowan,2.03,4.2,57,4.8,34,12,39,NA
1995,rowan,2.3,4.2,57,4.8,36,15,45,NA
1994,rowan,2.25,4.2,57,4.8,42,17,65,NA
1993,rowan,1.49,4.2,57,4.8,24,7,41,NA
1992,rowan,2.3,4.2,57,4.8,25,13,40,NA
1991,rowan,2.19,4.2,57,4.8,33,14,39,NA
1990,rowan,2,4.2,57,4.8,18,NA,NA,NA
1989,rowan,2.2,4.2,57,4.8,31,NA,NA,NA
1988,rowan,1.9,4.2,57,4.8,25,NA,NA,NA
1987,rowan,1.8,4.2,57,4.8,22,NA,NA,NA
1986,rowan,0.8,4.2,57,4.8,21,NA,NA,NA
1985,rowan,2.2,4.2,57,4.8,21,NA,NA,NA
1984,rowan,2.2,4.2,57,4.8,22,NA,NA,NA
2020,sampson,NA,5.25,60,4,32.8,NA,NA,NA
2019,sampson,NA,5.25,60,4,38,NA,NA,NA
2018,sampson,NA,5.25,60,4,28,NA,NA,NA
2017,sampson,NA,5.25,60,4,43.2,NA,NA,NA
2016,sampson,NA,5.25,60,4,39,NA,NA,NA
2015,sampson,NA,5.25,60,4,35.4,NA,NA,NA
2014,sampson,NA,5.25,60,4,44.7,NA,NA,NA
2013,sampson,NA,5.25,60,4,31.7,NA,NA,NA
2012,sampson,NA,5.25,60,4,38.3,NA,NA,NA
2011,sampson,NA,5.25,60,4,32,NA,NA,NA
2010,sampson,NA,5.25,60,4,22.8,NA,NA,NA
2009,sampson,NA,5.25,60,4,35,NA,NA,NA
2008,sampson,2.5,5.25,60,4,35.5,NA,NA,NA
2007,sampson,2.18,5.25,60,4,16,NA,NA,NA
2006,sampson,3.47,5.25,60,4,31,NA,NA,NA
2005,sampson,3.08,5.25,60,4,27,NA,NA,NA
2004,sampson,3.22,5.25,60,4,32,NA,NA,NA
2003,sampson,3.31,5.25,60,4,27,NA,NA,NA
2002,sampson,2.76,5.25,60,4,19,NA,NA,NA
2001,sampson,3.13,5.25,60,4,32,21,26,NA
2000,sampson,3.3,5.25,60,4,33,15,50,NA
1999,sampson,2.55,5.25,60,4,20,8,51,NA
1998,sampson,2.3,5.25,60,4,22,7,42,NA
1997,sampson,2.98,5.25,60,4,28,11,49,NA
1996,sampson,2.27,5.25,60,4,28,15,45,NA
1995,sampson,2.57,5.25,60,4,15,7,32,NA
1994,sampson,3.53,5.25,60,4,32,17,49,NA
1993,sampson,2.15,5.25,60,4,21,8,47,NA
1992,sampson,3.31,5.25,60,4,26,12,51,NA
1991,sampson,2.92,5.25,60,4,27,13,43,NA
1990,sampson,2.21,5.25,60,4,20,NA,NA,NA
1989,sampson,2.4,5.25,60,4,24,NA,NA,NA
1988,sampson,2.4,5.25,60,4,25,NA,NA,NA
1987,sampson,3,5.25,60,4,23,NA,NA,NA
1986,sampson,1.8,5.25,60,4,21,NA,NA,NA
1985,sampson,2.3,5.25,60,4,18,NA,NA,NA
1984,sampson,2.4,5.25,60,4,27,NA,NA,NA
2020,scotland,NA,4.4,55,4,29.9,NA,NA,NA
2019,scotland,NA,4.4,55,4,24.5,NA,NA,NA
2018,scotland,NA,4.4,55,4,NA,NA,NA,NA
2017,scotland,NA,4.4,55,4,30.8,NA,NA,NA
2016,scotland,NA,4.4,55,4,29.3,NA,NA,NA
2015,scotland,NA,4.4,55,4,21.8,NA,NA,NA
2014,scotland,NA,4.4,55,4,NA,NA,NA,NA
2013,scotland,NA,4.4,55,4,26,NA,NA,NA
2012,scotland,NA,4.4,55,4,34.3,NA,NA,NA
2011,scotland,NA,4.4,55,4,29.4,NA,NA,NA
2010,scotland,NA,4.4,55,4,16.8,NA,NA,NA
2009,scotland,NA,4.4,55,4,31.5,NA,NA,NA
2008,scotland,NA,4.4,55,4,35,NA,NA,NA
2007,scotland,NA,4.4,55,4,10,NA,NA,NA
2006,scotland,2.38,4.4,55,4,30,NA,NA,NA
2005,scotland,3.09,4.4,55,4,28,NA,NA,NA
2004,scotland,3.18,4.4,55,4,31,NA,NA,NA
2003,scotland,3.23,4.4,55,4,35,NA,NA,NA
2002,scotland,1.67,4.4,55,4,18,NA,NA,NA
2001,scotland,2.52,4.4,55,4,23,NA,NA,NA
2000,scotland,2.76,4.4,55,4,29,NA,NA,NA
1999,scotland,1.9,4.4,55,4,27,NA,NA,NA
1998,scotland,2.33,4.4,55,4,24,NA,NA,NA
1997,scotland,2.67,4.4,55,4,30,NA,NA,NA
1996,scotland,2.29,4.4,55,4,26,NA,NA,NA
1995,scotland,2.45,4.4,55,4,25,NA,NA,NA
1994,scotland,1.96,4.4,55,4,28,NA,NA,NA
1993,scotland,2.28,4.4,55,4,20,NA,NA,NA
1992,scotland,3.59,4.4,55,4,26,NA,NA,NA
1991,scotland,2.89,4.4,55,4,26,NA,NA,NA
1990,scotland,2.17,4.4,55,4,15,NA,NA,NA
1989,scotland,2.5,4.4,55,4,24,NA,NA,NA
1988,scotland,2.2,4.4,55,4,26,NA,NA,NA
1987,scotland,2.3,4.4,55,4,27,NA,NA,NA
1986,scotland,2,4.4,55,4,18,NA,NA,NA
1985,scotland,2.1,4.4,55,4,18,NA,NA,NA
1984,scotland,2,4.4,55,4,26,NA,NA,NA
2020,stanly,NA,3.8,52,4.3,38,NA,NA,NA
2019,stanly,NA,3.8,52,4.3,NA,NA,NA,NA
2018,stanly,NA,3.8,52,4.3,NA,NA,NA,NA
2017,stanly,NA,3.8,52,4.3,35.1,NA,NA,NA
2016,stanly,NA,3.8,52,4.3,38,NA,NA,NA
2015,stanly,NA,3.8,52,4.3,28.1,NA,NA,NA
2014,stanly,NA,3.8,52,4.3,41.1,NA,NA,NA
2013,stanly,NA,3.8,52,4.3,31.5,NA,NA,NA
2012,stanly,NA,3.8,52,4.3,42,NA,NA,NA
2011,stanly,NA,3.8,52,4.3,35.2,NA,NA,NA
2010,stanly,NA,3.8,52,4.3,31.5,NA,NA,NA
2009,stanly,NA,3.8,52,4.3,36,NA,NA,NA
2008,stanly,2.05,3.8,52,4.3,36.5,NA,NA,NA
2007,stanly,1.63,3.8,52,4.3,13,NA,NA,NA
2006,stanly,2.1,3.8,52,4.3,37,16,60,NA
2005,stanly,2.05,3.8,52,4.3,32,20,63,NA
2004,stanly,2,3.8,52,4.3,37,13,53,NA
2003,stanly,2.1,3.8,52,4.3,35,11,26,NA
2002,stanly,1.75,3.8,52,4.3,20,8,45,NA
2001,stanly,1.8,3.8,52,4.3,33,15,46,NA
2000,stanly,2.64,3.8,52,4.3,35,13,55,NA
1999,stanly,2.43,3.8,52,4.3,35,8,55,NA
1998,stanly,2.85,3.8,52,4.3,29,7,47,NA
1997,stanly,2.2,3.8,52,4.3,27,14,53,NA
1996,stanly,2.26,3.8,52,4.3,31,12,47,NA
1995,stanly,2.6,3.8,52,4.3,24,34,41,NA
1994,stanly,2.47,3.8,52,4.3,34,18,50,NA
1993,stanly,1.38,3.8,52,4.3,24,6,34,NA
1992,stanly,2.1,3.8,52,4.3,22,12,42,NA
1991,stanly,2.11,3.8,52,4.3,32,16,30,NA
1990,stanly,2.3,3.8,52,4.3,19,NA,NA,NA
1989,stanly,2.3,3.8,52,4.3,27,NA,NA,NA
1988,stanly,1.7,3.8,52,4.3,28,NA,NA,NA
1987,stanly,1.7,3.8,52,4.3,26,NA,NA,NA
1986,stanly,1.4,3.8,52,4.3,23,NA,NA,NA
1985,stanly,1.9,3.8,52,4.3,27,NA,NA,NA
1984,stanly,1.9,3.8,52,4.3,24,NA,NA,NA
2020,stokes,NA,4.2,57,4.8,27.8,NA,NA,NA
2019,stokes,NA,4.2,57,4.8,NA,NA,NA,NA
2018,stokes,NA,4.2,57,4.8,32,NA,NA,NA
2017,stokes,NA,4.2,57,4.8,34,NA,NA,NA
2016,stokes,NA,4.2,57,4.8,29.3,NA,NA,NA
2015,stokes,NA,4.2,57,4.8,32.6,NA,NA,NA
2014,stokes,NA,4.2,57,4.8,31.5,NA,NA,NA
2013,stokes,NA,4.2,57,4.8,29,NA,NA,NA
2012,stokes,NA,4.2,57,4.8,NA,NA,NA,NA
2011,stokes,NA,4.2,57,4.8,NA,NA,NA,NA
2010,stokes,NA,4.2,57,4.8,26.7,NA,NA,NA
2009,stokes,NA,4.2,57,4.8,21.5,NA,NA,NA
2008,stokes,1.65,4.2,57,4.8,NA,NA,NA,NA
2007,stokes,1.28,4.2,57,4.8,15,18,43,NA
2006,stokes,2,4.2,57,4.8,37,NA,NA,NA
2005,stokes,2.13,4.2,57,4.8,26,NA,NA,NA
2004,stokes,2.11,4.2,57,4.8,36,15,42,NA
2003,stokes,2.27,4.2,57,4.8,32,NA,NA,NA
2002,stokes,1.5,4.2,57,4.8,22,NA,NA,NA
2001,stokes,2.02,4.2,57,4.8,30,17,37,NA
2000,stokes,2,4.2,57,4.8,34,10,41,NA
1999,stokes,1.94,4.2,57,4.8,33,10,43,NA
1998,stokes,1.71,4.2,57,4.8,22,6,33,NA
1997,stokes,1.62,4.2,57,4.8,24,15,48,NA
1996,stokes,1.75,4.2,57,4.8,30,13,33,NA
1995,stokes,1.98,4.2,57,4.8,27,12,42,NA
1994,stokes,1.98,4.2,57,4.8,25,16,42,NA
1993,stokes,1.2,4.2,57,4.8,19,9,41,NA
1992,stokes,1.89,4.2,57,4.8,25,14,40,NA
1991,stokes,1.9,4.2,57,4.8,19,16,42,NA
1990,stokes,2.1,4.2,57,4.8,22,NA,NA,NA
1989,stokes,2.4,4.2,57,4.8,22,NA,NA,NA
1988,stokes,1.5,4.2,57,4.8,22,NA,NA,NA
1987,stokes,1.2,4.2,57,4.8,14,NA,NA,NA
1986,stokes,1.3,4.2,57,4.8,19,NA,NA,NA
1985,stokes,1.7,4.2,57,4.8,24,NA,NA,NA
1984,stokes,1.6,4.2,57,4.8,17,NA,NA,NA
2020,surry,NA,4.2,57,4.8,46.7,NA,NA,NA
2017,surry,NA,4.2,57,4.8,42.1,NA,NA,NA
2016,surry,NA,4.2,57,4.8,40,NA,NA,NA
2014,surry,NA,4.2,57,4.8,42.8,NA,NA,NA
2013,surry,NA,4.2,57,4.8,38.5,NA,NA,NA
2012,surry,NA,4.2,57,4.8,44.9,NA,NA,NA
2011,surry,NA,4.2,57,4.8,40,NA,NA,NA
2010,surry,NA,4.2,57,4.8,34.2,NA,NA,NA
2009,surry,NA,4.2,57,4.8,34,NA,NA,NA
2008,surry,2.25,4.2,57,4.8,35.5,NA,NA,NA
2007,surry,1.48,4.2,57,4.8,32,17,55,NA
2006,surry,2.7,4.2,57,4.8,38,18,60,NA
2005,surry,2.65,4.2,57,4.8,32,21,63,NA
2004,surry,2.32,4.2,57,4.8,37,22,51,NA
2003,surry,2.61,4.2,57,4.8,33,15,39,NA
2002,surry,1.72,4.2,57,4.8,27,15,43,NA
2001,surry,2.83,4.2,57,4.8,33,24,31,NA
2000,surry,2.56,4.2,57,4.8,27,17,42,NA
1999,surry,2.56,4.2,57,4.8,35,13,51,NA
1998,surry,2.8,4.2,57,4.8,25,11,44,NA
1997,surry,2.05,4.2,57,4.8,24,17,54,NA
1996,surry,2.17,4.2,57,4.8,32,14,34,NA
1995,surry,2.42,4.2,57,4.8,23,17,40,NA
1994,surry,2.23,4.2,57,4.8,32,19,48,NA
1993,surry,1.68,4.2,57,4.8,28,16,43,NA
1992,surry,2.59,4.2,57,4.8,25,18,43,NA
1991,surry,2.31,4.2,57,4.8,29,19,34,NA
1990,surry,2.39,4.2,57,4.8,25,NA,NA,NA
1989,surry,2.4,4.2,57,4.8,23,NA,NA,NA
1988,surry,1.9,4.2,57,4.8,20,NA,NA,NA
1987,surry,1.4,4.2,57,4.8,19,NA,NA,NA
1986,surry,1.7,4.2,57,4.8,21,NA,NA,NA
1985,surry,1.6,4.2,57,4.8,26,NA,NA,NA
1984,surry,1.7,4.2,57,4.8,20,NA,NA,NA
2020,tyrrell,NA,5.75,55,4.5,43.1,NA,NA,NA
2019,tyrrell,NA,5.75,55,4.5,46,NA,NA,NA
2018,tyrrell,NA,5.75,55,4.5,40.6,NA,NA,NA
2017,tyrrell,NA,5.75,55,4.5,47.1,NA,NA,NA
2016,tyrrell,NA,5.75,55,4.5,33.2,NA,NA,NA
2014,tyrrell,NA,5.75,55,4.5,42.4,NA,NA,NA
2013,tyrrell,NA,5.75,55,4.5,39.8,NA,NA,NA
2012,tyrrell,NA,5.75,55,4.5,44,NA,NA,NA
2011,tyrrell,NA,5.75,55,4.5,32.1,NA,NA,NA
2010,tyrrell,NA,5.75,55,4.5,44.5,NA,NA,NA
2009,tyrrell,NA,5.75,55,4.5,42,NA,NA,NA
2008,tyrrell,NA,5.75,55,4.5,37.5,NA,NA,NA
2007,tyrrell,NA,5.75,55,4.5,44,NA,NA,NA
2006,tyrrell,NA,5.75,55,4.5,38,NA,NA,NA
2005,tyrrell,NA,5.75,55,4.5,36,NA,NA,NA
2004,tyrrell,NA,5.75,55,4.5,42,NA,NA,NA
2003,tyrrell,2,5.75,55,4.5,29,NA,NA,NA
2002,tyrrell,2,5.75,55,4.5,34,NA,NA,NA
2001,tyrrell,1.5,5.75,55,4.5,40,NA,NA,NA
2000,tyrrell,2,5.75,55,4.5,38,NA,NA,NA
1999,tyrrell,2,5.75,55,4.5,18,NA,NA,NA
1998,tyrrell,NA,5.75,55,4.5,31,NA,NA,NA
1997,tyrrell,NA,5.75,55,4.5,37,NA,NA,NA
1996,tyrrell,NA,5.75,55,4.5,32,NA,NA,NA
1995,tyrrell,2,5.75,55,4.5,33,NA,NA,NA
1994,tyrrell,2,5.75,55,4.5,33,NA,NA,NA
1993,tyrrell,2,5.75,55,4.5,32,NA,NA,NA
1992,tyrrell,2,5.75,55,4.5,29,NA,NA,NA
1991,tyrrell,2,5.75,55,4.5,33,NA,NA,NA
1990,tyrrell,NA,5.75,55,4.5,34,NA,NA,NA
1989,tyrrell,NA,5.75,55,4.5,30,NA,NA,NA
1988,tyrrell,NA,5.75,55,4.5,32,NA,NA,NA
1987,tyrrell,NA,5.75,55,4.5,31,NA,NA,NA
1986,tyrrell,NA,5.75,55,4.5,29,NA,NA,NA
1985,tyrrell,NA,5.75,55,4.5,28,NA,NA,NA
1984,tyrrell,NA,5.75,55,4.5,30,NA,NA,NA
2020,union,NA,2.95,48,3.8,45,NA,NA,NA
2019,union,NA,2.95,48,3.8,35,NA,NA,NA
2018,union,NA,2.95,48,3.8,30.5,NA,NA,NA
2017,union,NA,2.95,48,3.8,44.2,NA,NA,NA
2016,union,NA,2.95,48,3.8,43.3,NA,NA,NA
2015,union,NA,2.95,48,3.8,31.5,NA,NA,NA
2014,union,NA,2.95,48,3.8,44.1,NA,NA,NA
2013,union,NA,2.95,48,3.8,28,NA,NA,NA
2012,union,NA,2.95,48,3.8,49.9,NA,NA,NA
2011,union,NA,2.95,48,3.8,43.1,NA,NA,NA
2010,union,NA,2.95,48,3.8,26.4,NA,NA,NA
2009,union,NA,2.95,48,3.8,29,NA,NA,NA
2008,union,2.6,2.95,48,3.8,39.5,NA,NA,NA
2007,union,NA,2.95,48,3.8,13,NA,NA,NA
2006,union,2.45,2.95,48,3.8,37,NA,NA,NA
2005,union,2.6,2.95,48,3.8,29,NA,NA,NA
2004,union,3.08,2.95,48,3.8,40,13,55,NA
2003,union,2.93,2.95,48,3.8,36,13,30,NA
2002,union,2,2.95,48,3.8,22,8,44,NA
2001,union,1.91,2.95,48,3.8,28,16,50,NA
2000,union,2.44,2.95,48,3.8,34,15,58,NA
1999,union,2.31,2.95,48,3.8,24,11,55,NA
1998,union,2.5,2.95,48,3.8,30,10,36,NA
1997,union,2.53,2.95,48,3.8,27,8,57,NA
1996,union,2.14,2.95,48,3.8,34,12,40,NA
1995,union,2.39,2.95,48,3.8,33,27,48,NA
1994,union,2.77,2.95,48,3.8,36,18,54,NA
1993,union,1.48,2.95,48,3.8,19,6,35,NA
1992,union,2.2,2.95,48,3.8,25,10,47,NA
1991,union,2.51,2.95,48,3.8,32,11,29,NA
1990,union,2.31,2.95,48,3.8,21,NA,NA,NA
1989,union,2.2,2.95,48,3.8,28,NA,NA,NA
1988,union,1.7,2.95,48,3.8,28,NA,NA,NA
1987,union,1.9,2.95,48,3.8,25,NA,NA,NA
1986,union,1.5,2.95,48,3.8,21,NA,NA,NA
1985,union,1.8,2.95,48,3.8,26,NA,NA,NA
1984,union,1.8,2.95,48,3.8,23,NA,NA,NA
2020,wake,NA,4.3,59,4.9,30.1,NA,NA,NA
2019,wake,NA,4.3,59,4.9,27,NA,NA,11.715
2018,wake,NA,4.3,59,4.9,25,NA,NA,11.752
2017,wake,NA,4.3,59,4.9,25.4,NA,NA,11.021
2016,wake,NA,4.3,59,4.9,25,NA,NA,12.201
2015,wake,NA,4.3,59,4.9,18.3,NA,NA,12.493
2014,wake,NA,4.3,59,4.9,27.8,NA,NA,11.472
2013,wake,NA,4.3,59,4.9,22,NA,NA,11.679
2012,wake,NA,4.3,59,4.9,33.4,NA,NA,11.893
2011,wake,NA,4.3,59,4.9,29,NA,NA,12.018
2010,wake,NA,4.3,59,4.9,15.5,NA,NA,10.299
2009,wake,NA,4.3,59,4.9,25,NA,NA,10.886
2008,wake,1.65,4.3,59,4.9,25,NA,NA,12.915
2007,wake,1.37,4.3,59,4.9,10,NA,NA,11.671
2006,wake,2.07,4.3,59,4.9,23,15,48,14.65
2005,wake,1.74,4.3,59,4.9,14,NA,NA,12.812
2004,wake,2.11,4.3,59,4.9,29,NA,NA,13.929
2003,wake,2.05,4.3,59,4.9,27,NA,NA,15.326
2002,wake,1.7,4.3,59,4.9,16,NA,NA,14.832
2001,wake,1.92,4.3,59,4.9,25,NA,NA,13.977
2000,wake,2.4,4.3,59,4.9,26,16,40,15.489
1999,wake,2.14,4.3,59,4.9,20,NA,NA,NA
1998,wake,2.08,4.3,59,4.9,18,NA,NA,NA
1997,wake,1.72,4.3,59,4.9,21,16,50,NA
1996,wake,2.15,4.3,59,4.9,31,12,38,NA
1995,wake,2.47,4.3,59,4.9,17,15,33,NA
1994,wake,2.16,4.3,59,4.9,28,17,39,NA
1993,wake,1.27,4.3,59,4.9,19,7,38,NA
1992,wake,2,4.3,59,4.9,22,NA,NA,NA
1991,wake,2,4.3,59,4.9,26,11,37,NA
1990,wake,2.55,4.3,59,4.9,17,NA,NA,NA
1989,wake,2.1,4.3,59,4.9,25,NA,NA,NA
1988,wake,1.8,4.3,59,4.9,24,NA,NA,NA
1987,wake,1.7,4.3,59,4.9,18,NA,NA,NA
1986,wake,1.6,4.3,59,4.9,21,NA,NA,NA
1985,wake,2,4.3,59,4.9,19,NA,NA,NA
1984,wake,2.1,4.3,59,4.9,22,NA,NA,NA
2020,warren,NA,4.3,59,4.9,35.4,NA,NA,NA
2019,warren,NA,4.3,59,4.9,19.5,NA,NA,NA
2018,warren,NA,4.3,59,4.9,36.2,NA,NA,NA
2017,warren,NA,4.3,59,4.9,28.5,NA,NA,NA
2016,warren,NA,4.3,59,4.9,25,NA,NA,NA
2015,warren,NA,4.3,59,4.9,28.8,NA,NA,NA
2014,warren,NA,4.3,59,4.9,39.6,NA,NA,NA
2013,warren,NA,4.3,59,4.9,23,NA,NA,NA
2012,warren,NA,4.3,59,4.9,33.8,NA,NA,NA
2011,warren,NA,4.3,59,4.9,27,NA,NA,NA
2010,warren,NA,4.3,59,4.9,12.2,NA,NA,NA
2009,warren,NA,4.3,59,4.9,30,NA,NA,NA
2008,warren,1.7,4.3,59,4.9,32.5,NA,NA,NA
2007,warren,0.88,4.3,59,4.9,10,NA,NA,NA
2006,warren,1.66,4.3,59,4.9,21,14,53,NA
2005,warren,1.59,4.3,59,4.9,17,NA,NA,NA
2004,warren,1.96,4.3,59,4.9,33,18,51,NA
2003,warren,1.95,4.3,59,4.9,29,19,31,NA
2002,warren,1.83,4.3,59,4.9,20,9,44,NA
2001,warren,1.91,4.3,59,4.9,34,18,43,NA
2000,warren,2.2,4.3,59,4.9,33,15,43,NA
1999,warren,1.88,4.3,59,4.9,27,11,46,NA
1998,warren,2.13,4.3,59,4.9,23,10,44,NA
1997,warren,2.05,4.3,59,4.9,25,13,46,NA
1996,warren,1.39,4.3,59,4.9,29,11,42,NA
1995,warren,1.49,4.3,59,4.9,20,20,36,NA
1994,warren,1.67,4.3,59,4.9,26,19,38,NA
1993,warren,1.5,4.3,59,4.9,18,9,37,NA
1992,warren,2.31,4.3,59,4.9,26,19,44,NA
1991,warren,1.69,4.3,59,4.9,24,19,40,NA
1990,warren,2.06,4.3,59,4.9,21,NA,NA,NA
1989,warren,1.9,4.3,59,4.9,22,NA,NA,NA
1988,warren,1.7,4.3,59,4.9,26,NA,NA,NA
1987,warren,1.3,4.3,59,4.9,18,NA,NA,NA
1986,warren,1.5,4.3,59,4.9,19,NA,NA,NA
1985,warren,1.6,4.3,59,4.9,19,NA,NA,NA
1984,warren,1.5,4.3,59,4.9,23,NA,NA,NA
2020,washington,NA,4.75,55,4.5,38.5,NA,NA,NA
2018,washington,NA,4.75,55,4.5,41.9,NA,NA,NA
2017,washington,NA,4.75,55,4.5,45.9,NA,NA,NA
2016,washington,NA,4.75,55,4.5,40,NA,NA,NA
2015,washington,NA,4.75,55,4.5,42.5,NA,NA,NA
2014,washington,NA,4.75,55,4.5,43.7,NA,NA,NA
2012,washington,NA,4.75,55,4.5,46.7,NA,NA,NA
2011,washington,NA,4.75,55,4.5,26.9,NA,NA,NA
2010,washington,NA,4.75,55,4.5,38.4,NA,NA,NA
2009,washington,NA,4.75,55,4.5,39.5,NA,NA,NA
2008,washington,NA,4.75,55,4.5,35,NA,NA,NA
2007,washington,NA,4.75,55,4.5,35,NA,NA,NA
2006,washington,2.56,4.75,55,4.5,37,NA,NA,NA
2005,washington,2.5,4.75,55,4.5,36,NA,NA,NA
2004,washington,2.13,4.75,55,4.5,36,NA,NA,NA
2003,washington,2.36,4.75,55,4.5,31,NA,NA,NA
2002,washington,2.31,4.75,55,4.5,34,NA,NA,NA
2001,washington,1.62,4.75,55,4.5,35,NA,NA,NA
2000,washington,2.24,4.75,55,4.5,35,NA,NA,NA
1999,washington,2.08,4.75,55,4.5,22,NA,NA,NA
1998,washington,2,4.75,55,4.5,30,9,42,NA
1997,washington,2.1,4.75,55,4.5,36,NA,NA,NA
1996,washington,1.3,4.75,55,4.5,33,NA,NA,NA
1995,washington,2,4.75,55,4.5,30,NA,NA,NA
1994,washington,2,4.75,55,4.5,35,NA,NA,NA
1993,washington,NA,4.75,55,4.5,29,NA,NA,NA
1992,washington,2,4.75,55,4.5,31,20,54,NA
1991,washington,2,4.75,55,4.5,34,11,46,NA
1990,washington,2.4,4.75,55,4.5,28,NA,NA,NA
1989,washington,2,4.75,55,4.5,29,NA,NA,NA
1988,washington,1.5,4.75,55,4.5,32,NA,NA,NA
1987,washington,1.6,4.75,55,4.5,29,NA,NA,NA
1986,washington,1.7,4.75,55,4.5,30,NA,NA,NA
1985,washington,1.3,4.75,55,4.5,24,NA,NA,NA
1984,washington,1.4,4.75,55,4.5,29,NA,NA,NA
2020,wayne,NA,4.75,60,4.5,31.7,NA,NA,NA
2019,wayne,NA,4.75,60,4.5,33,NA,NA,NA
2018,wayne,NA,4.75,60,4.5,30.5,NA,NA,NA
2017,wayne,NA,4.75,60,4.5,39.4,NA,NA,NA
2016,wayne,NA,4.75,60,4.5,33,NA,NA,NA
2015,wayne,NA,4.75,60,4.5,34.4,NA,NA,NA
2014,wayne,NA,4.75,60,4.5,41,NA,NA,NA
2013,wayne,NA,4.75,60,4.5,31.6,NA,NA,NA
2012,wayne,NA,4.75,60,4.5,39,NA,NA,NA
2011,wayne,NA,4.75,60,4.5,31.4,NA,NA,NA
2010,wayne,NA,4.75,60,4.5,18.1,NA,NA,NA
2009,wayne,NA,4.75,60,4.5,35,NA,NA,NA
2008,wayne,2.7,4.75,60,4.5,32,NA,NA,NA
2007,wayne,2.56,4.75,60,4.5,20,NA,NA,NA
2006,wayne,3.65,4.75,60,4.5,31,NA,NA,NA
2005,wayne,3.62,4.75,60,4.5,26,NA,NA,NA
2004,wayne,3.31,4.75,60,4.5,34,NA,NA,NA
2003,wayne,3.23,4.75,60,4.5,31,NA,NA,NA
2002,wayne,2.3,4.75,60,4.5,23,NA,NA,NA
2001,wayne,3.44,4.75,60,4.5,35,NA,NA,NA
2000,wayne,3.57,4.75,60,4.5,36,NA,NA,NA
1999,wayne,2.33,4.75,60,4.5,27,14,45,NA
1998,wayne,2,4.75,60,4.5,28,NA,NA,NA
1997,wayne,2.52,4.75,60,4.5,30,11,48,NA
1996,wayne,2.75,4.75,60,4.5,27,10,43,NA
1995,wayne,3.04,4.75,60,4.5,20,17,43,NA
1994,wayne,3.18,4.75,60,4.5,31,17,46,NA
1993,wayne,2.4,4.75,60,4.5,22,13,43,NA
1992,wayne,3.9,4.75,60,4.5,29,20,49,NA
1991,wayne,2.8,4.75,60,4.5,28,11,44,NA
1990,wayne,2.59,4.75,60,4.5,22,NA,NA,NA
1989,wayne,2.4,4.75,60,4.5,26,NA,NA,NA
1988,wayne,2.4,4.75,60,4.5,26,NA,NA,NA
1987,wayne,2.1,4.75,60,4.5,23,NA,NA,NA
1986,wayne,1.7,4.75,60,4.5,24,NA,NA,NA
1985,wayne,1.9,4.75,60,4.5,21,NA,NA,NA
1984,wayne,1.9,4.75,60,4.5,26,NA,NA,NA
2020,wilson,NA,3,55,3.5,34.6,NA,NA,NA
2019,wilson,NA,3,55,3.5,35,NA,NA,NA
2018,wilson,NA,3,55,3.5,36.5,NA,NA,NA
2017,wilson,NA,3,55,3.5,44.2,NA,NA,NA
2016,wilson,NA,3,55,3.5,35.2,NA,NA,NA
2015,wilson,NA,3,55,3.5,28,NA,NA,NA
2014,wilson,NA,3,55,3.5,41.6,NA,NA,NA
2013,wilson,NA,3,55,3.5,29.2,NA,NA,NA
2012,wilson,NA,3,55,3.5,38.9,NA,NA,NA
2011,wilson,NA,3,55,3.5,34,NA,NA,NA
2010,wilson,NA,3,55,3.5,20.7,NA,NA,NA
2009,wilson,NA,3,55,3.5,31,NA,NA,NA
2008,wilson,1.9,3,55,3.5,31,NA,NA,NA
2007,wilson,1.54,3,55,3.5,20,NA,NA,NA
2006,wilson,2.82,3,55,3.5,30,NA,NA,NA
2005,wilson,2.78,3,55,3.5,28,NA,NA,NA
2004,wilson,3.2,3,55,3.5,33,NA,NA,NA
2003,wilson,3.13,3,55,3.5,33,NA,NA,NA
2002,wilson,1.73,3,55,3.5,21,NA,NA,NA
2001,wilson,2.53,3,55,3.5,33,NA,NA,NA
2000,wilson,3.35,3,55,3.5,36,NA,NA,NA
1999,wilson,2.12,3,55,3.5,26,NA,NA,NA
1998,wilson,2.12,3,55,3.5,28,NA,NA,NA
1997,wilson,1.94,3,55,3.5,31,NA,NA,NA
1996,wilson,2.29,3,55,3.5,28,NA,NA,NA
1995,wilson,2.13,3,55,3.5,21,NA,NA,NA
1994,wilson,3.42,3,55,3.5,31,NA,NA,NA
1993,wilson,2,3,55,3.5,24,NA,NA,NA
1992,wilson,2,3,55,3.5,30,NA,NA,NA
1991,wilson,2.5,3,55,3.5,30,NA,NA,NA
1990,wilson,2,3,55,3.5,26,NA,NA,NA
1989,wilson,2.5,3,55,3.5,28,NA,NA,NA
1988,wilson,2,3,55,3.5,27,NA,NA,NA
1987,wilson,1.6,3,55,3.5,22,NA,NA,NA
